Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Camptonema
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Meganema
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Belnapia
Bacteria	Cyanobacteria	Cyanophyceae	Pleurocapsales	Pleurocapsaceae	Geitleriella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rudanella
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Symphyonemataceae	Adrianema
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Tolypothrichaceae	Hassallia
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Entophysalidaceae	Paracapsa
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Romeriaceae	Wolskyella
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Borziaceae	Sinaiella
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Gomontiellaceae	Gomontiella
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Fortieaceae	Fortiea
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Wolea
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Thermosinus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yangia
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Entophysalidaceae	Chlorogloea
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nereida
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Holosporaceae	Holospora
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Hoeflea
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Spirocoleus
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pibocella
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Malikia
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Microhaloa
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Catella
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Rhabdoderma
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Fluviicola
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Wollea
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Diplotrichia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodomonas
Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Gonococcus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Wenxinia
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halocella
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Heliothrix
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Haematococcus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudoruegeria
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Seinonella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycococcus
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillalesincertaesedis	Spongiispira
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Amphritea
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Moryella
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Sarcobium
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Lophopodium
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kaistella
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium
Bacteria	Cyanobacteria	Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Kozakia
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Scytonemataceae	Spirirestris
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Lutispora
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Pseudorothpletzella
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Heteractis
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridialesincertaesedis	Gallicola
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Hapalosiphonaceae	Westiella
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillalesincertaesedis	Salicola
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Millisia
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothricoides
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Maribius
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Atractella
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Petrimonas
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Dendractis
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Caenimonas
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Joostella
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Havrella
Bacteria	Cyanobacteria	Cyanophyceae	Pleurocapsales	Pleurocapsaceae	Radaisiella
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Romeriaceae	Amalia
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobaca
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Hapalosiphonaceae	Hyphomorpha
Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Schlesneria
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Kaistia
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriales	Fistularia
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Agarivorans
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Heliconema
Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Pseudanabaenaceae	Limnothrix
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Meniscus
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Stilocapsa
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Filibacter
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Jiangellaceae	Jiangella
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Albimonas
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Gordonia
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Pelosinus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillalesincertaesedis	Elioraea
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Laceyella
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Undina
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Stigmatella
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Bergeriella
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Hapalosiphonaceae	Leptopogon
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Scytonemataceae	Petalonema
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Coelosphaeriaceae	Coelocystis
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Pseudanabaenaceae	Langiella
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Actinotalea
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Gomphosphaeriaceae	Beckia
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ahrensia
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Garciella
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Microcrocis
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Fortieaceae	Aulosira
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Thorselliaceae	Thorsellia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa
Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus
Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Alterococcus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Crabtreella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bizionia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Stanierella
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Leeia
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Labedella
Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Heliorestis
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Chondrococcus
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Chroococcus
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Lithococcus
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Asteroides
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Gomontiellaceae	Crinalium
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Olleya
Bacteria	Spirochaetae	Spirochaetes	Leptospirales	Leptospiraceae	Turneriella
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Gomontiellaceae	Cyanarcus
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Stigonemataceae	Cyanobotrys
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Stigonemataceae	Homoeoptyche
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Palleronia
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Kangiella
Bacteria	Cyanobacteria	Cyanophyceae	Pleurocapsales	Pleurocapsaceae	Cyanoderma
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Nubsella
Bacteria	Spirochaetae	Spirochaetes	Leptospirales	Leptospiraceae	Leptonema
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Leptonema
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Gobia
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Stigonemataceae	Pulvinaria
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thalassobius
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tamlana
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microcella
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderialesincertaesedis	Leptothrix
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Bowmanella
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Asaia
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Costertonia
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Glaucothrix
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Jahnella
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Arcicella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus
Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Frateuria
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Celyphus
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ponticoccus
Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Aspromonas
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Symphyonemataceae	Symphyonema
Bacteria	Cyanobacteria	Cyanophyceae	Pleurocapsales	Pleurocapsaceae	Brachynema
Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sinococcus
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Longispora
Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sinobaca
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Larkinella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Aktinomyces
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Cladothrix
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Diplococcus
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Stigonemataceae	Coprosira
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cloaca
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Chlorobacter
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Gloiotrichia
Bacteria	Balneolaeota	Balneolia	Balneolales	Balneolaceae	Balneola
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Chroobacter
Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastocaulis
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Henrillus
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Bacteridium
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteriodes
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Cohnia
Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Asterococcus
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Babesia
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Arizona
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Burnetia
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Erythroconis
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Haloanella
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Hillhousia
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermatophilaceae	Atinomyces
Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Capromyces
Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Diplococcos
Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Detoniella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Odontomyces
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Microthrixaceae	Microthrix
Bacteria	Proteobacteria	Proteobacteria	Proteobacteriaawaitingallocation	Ehrlichiaceae	Nicollea
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Symphyonemataceae	Hormactis
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Oospora
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Siderocapsaceae	Ochrobium
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Pontothrix
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Cyanophyceaeawaitingallocation	Jkella
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Linckia
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Kurlovia
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Macrospora
Bacteria	Cyanobacteria	Cyanophyceae	Kussiellida	Kussiellidae	Kussiella
Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Holopedia
Bacteria	Cyanobacteria	Cyanophyceae	Pleurocapsales	Hydrococcaceae	Hydrococcus
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Levinea
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Phytomonas
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Plectridium
Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Murraya
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Mastichonema
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Micraloa
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nostocella
Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Micromyces
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Microspira
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Palmula
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Pacinia
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Necromonas
Bacteria	Proteobacteria	Proteobacteria	Proteobacteriaawaitingallocation	Parvobacteriaceae	Noguchia
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderialesincertaesedis	Aquincola
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Jonesiaceae	Jonesia
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pelczaria
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Morococcus
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Simiduia
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Stigonemataceae	Stigonema
Bacteria	Cyanobacteria	Cyanophyceae	Pleurocapsales	Dermocarpellaceae	Cyanocystis
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Sphaerophorus
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizomonas
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodocista
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Entophysalidaceae	Siphononema
Bacteria	Cyanobacteria	Cyanophyceae	Pleurocapsales	Dermocarpellaceae	Stanieria
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidomonas
Bacteria	Spirochaetae	Spirochaetes	Brevinematales	Brevinemataceae	Brevinema
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiosarcina
Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Waddliaceae	Waddlia
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Subtercola
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agrococcus
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Chloronema
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Kofleriaceae	Kofleria
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Marinococcus
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Moellerella
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Spirophyllum
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Ruaniaceae	Ruania
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderialesincertaesedis	Mitsuaria
Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Aminobacterium
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Thermonemataceae	Thermonema
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Ristella
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Borreliaceae	Cristispira
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sebaldella
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Acetonema
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Nocardia
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Lamprocystis
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Orenia
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Oligella
Bacteria	Firmicutes	Bacilli	Bacillales	Pasteuriaceae	Pasteuria
Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridialesincertaesedis	Howardella
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Sarcomyces
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella
Bacteria	Cyanobacteria	Cyanophyceae	Pleurocapsales	Pleurocapsaceae	Pleurocapsa
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Microcyclus
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Cowdria
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Macromonas
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Diplocystis
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Staleya
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus
Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Montanoa
Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Sneathiella
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
Bacteria	DeinococcusThermus	Deinococci	Deinococcales	Trueperaceae	Truepera
Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Sinobacter
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Deleya
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Allomonas
Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Aphanothecaceae	Coccochloris
Bacteria	Cyanobacteria	Cyanophyceae	Cyanophyceae	Scandophycaceae	Tubercularia
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Vogesella
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
